ORDER_ID,ORDER_DATE,PRODUCT_ID,CUSTOMER_ID,QUANTITY,PRICE,PAYMENT_STATUS,DAYS_TO_PAY,PRODUCT,UNIT_COST,LISTED_PRICE,GROSS_PROFIT,TOTAL_COGS,GROSS_MARGIN
15738,8/19/2025,612,445,1,$616.36,PAID,55,Surgical Supplies,$473.40,$649.01,$142.96,$473.40,23.19%
15739,9/12/2024,519,333,37,"$1,656.73",DENIED,,Diagnostics,$36.56,$48.52,$304.01,"$1,352.72",18.35%
15740,7/19/2025,596,349,132,$395.62,PAID,32,Personal Protective Equipment,$1.95,$3.13,$138.22,$257.40,34.94%
15741,11/25/2024,548,252,30,$733.12,PAID,32,Lab Equipment,$16.06,$24.69,$251.32,$481.80,34.28%
15742,1/5/2024,625,246,4,$958.97,PAID,41,Surgical Supplies,$169.64,$253.23,$280.41,$678.56,29.24%
15743,11/20/2024,558,596,46,$904.83,PAID,48,Lab Equipment,$15.88,$23.04,$174.35,$730.48,19.27%
15744,6/23/2024,526,263,90,"$1,426.29",PAID,58,Patient Care,$10.83,$16.53,$451.59,$974.70,31.66%
15745,2/22/2024,555,431,3,"$1,719.64",PAID,3,Surgical Supplies,$370.96,$591.84,$606.76,"$1,112.88",35.28%
15746,3/9/2024,679,599,82,$937.94,PAID,23,Personal Protective Equipment,$8.77,$12.53,$218.80,$719.14,23.33%
15747,1/3/2025,565,142,46,"$4,193.87",PAID,51,Lab Equipment,$59.32,$99.14,"$1,465.15","$2,728.72",34.94%
15748,6/3/2025,669,599,459,"$1,660.97",DENIED,,Patient Care,$2.75,$4.09,$398.72,"$1,262.25",24.01%
15749,11/14/2024,633,346,489,"$1,809.03",DENIED,,Personal Protective Equipment,$2.59,$3.84,$542.52,"$1,266.51",29.99%
15750,10/24/2025,616,619,57,$125.26,OVERDUE,,Personal Protective Equipment,$1.42,$2.33,$44.32,$80.94,35.38%
15751,12/6/2025,516,487,127,"$1,292.83",DENIED,,Patient Care,$7.04,$10.24,$398.75,$894.08,30.84%
15752,5/14/2025,505,550,42,"$2,070.40",DENIED,,Lab Equipment,$38.30,$52.36,$461.80,"$1,608.60",22.30%
15753,3/4/2025,536,180,42,"$3,919.93",PAID,41,Diagnostics,$68.20,$98.92,"$1,055.53","$2,864.40",26.93%
15754,12/25/2024,522,335,46,"$1,949.63",PAID,18,Lab Equipment,$32.15,$46.02,$470.73,"$1,478.90",24.14%
15755,1/6/2024,652,143,403,"$2,223.87",DENIED,,Personal Protective Equipment,$4.38,$6.44,$458.73,"$1,765.14",20.63%
15756,8/17/2025,595,449,420,"$6,085.03",DENIED,,Personal Protective Equipment,$10.99,$16.89,"$1,469.23","$4,615.80",24.14%
15757,10/5/2024,589,507,488,$774.64,PAID,13,Patient Care,$1.28,$1.70,$150.00,$624.64,19.36%
15758,12/22/2025,601,591,1,$548.69,PAID,49,Surgical Supplies,$344.49,$577.36,$204.20,$344.49,37.22%
15759,7/13/2025,539,604,15,$800.93,DENIED,,Diagnostics,$42.06,$54.72,$170.03,$630.90,21.23%
15760,1/13/2024,503,608,12,"$1,083.95",PAID,17,Lab Equipment,$71.80,$94.91,$222.35,$861.60,20.51%
15761,8/8/2024,596,554,145,$429.83,PAID,9,Personal Protective Equipment,$1.95,$3.13,$147.08,$282.75,34.22%
15762,10/6/2024,582,444,225,"$1,348.52",PAID,14,Patient Care,$4.80,$6.61,$268.52,"$1,080.00",19.91%
15763,8/16/2025,613,474,47,"$3,008.32",PAID,8,Lab Equipment,$38.49,$64.11,"$1,199.29","$1,809.03",39.87%
15764,6/13/2025,571,134,213,$210.68,PAID,37,Patient Care,$0.76,$1.00,$48.80,$161.88,23.16%
15765,8/7/2024,562,311,42,$984.31,DENIED,,Lab Equipment,$15.78,$25.18,$321.55,$662.76,32.67%
15766,6/30/2024,532,307,41,"$2,195.63",PAID,30,Diagnostics,$34.94,$59.07,$763.09,"$1,432.54",34.75%
15767,4/24/2025,536,375,29,"$2,676.04",PAID,8,Diagnostics,$68.20,$98.92,$698.24,"$1,977.80",26.09%
15768,12/9/2024,633,535,252,$897.68,OVERDUE,,Personal Protective Equipment,$2.59,$3.84,$245.00,$652.68,27.29%
15769,1/18/2024,582,400,469,"$2,733.22",PAID,50,Patient Care,$4.80,$6.61,$482.02,"$2,251.20",17.64%
15770,8/11/2024,659,211,322,"$2,733.00",PAID,50,Patient Care,$6.09,$9.37,$772.02,"$1,960.98",28.25%
15771,3/14/2024,624,424,1,$545.78,DENIED,,Surgical Supplies,$447.47,$595.87,$98.31,$447.47,18.01%
15772,4/14/2025,522,614,39,"$1,712.91",PAID,58,Lab Equipment,$32.15,$46.02,$459.06,"$1,253.85",26.80%
15773,6/18/2024,611,622,456,"$7,058.97",PAID,50,Personal Protective Equipment,$11.69,$15.87,"$1,728.33","$5,330.64",24.48%
15774,10/28/2024,580,325,2,$407.87,PAID,54,Surgical Supplies,$137.40,$226.80,$133.07,$274.80,32.63%
15775,1/6/2025,680,348,398,$451.13,PAID,59,Personal Protective Equipment,$0.92,$1.30,$84.97,$366.16,18.83%
15776,10/6/2025,575,580,3,"$1,536.95",PAID,40,Surgical Supplies,$327.14,$545.77,$555.53,$981.42,36.14%
15777,1/21/2025,604,310,2,$366.24,DENIED,,Surgical Supplies,$144.13,$211.92,$77.98,$288.26,21.29%
15778,7/7/2025,612,465,4,"$2,502.44",PAID,50,Surgical Supplies,$473.40,$649.01,$608.84,"$1,893.60",24.33%
15779,7/23/2025,598,426,23,"$1,300.27",DENIED,,Diagnostics,$43.35,$61.73,$303.22,$997.05,23.32%
15780,12/1/2024,620,184,264,"$2,943.91",DENIED,,Patient Care,$7.60,$12.77,$937.51,"$2,006.40",31.85%
15781,10/9/2024,617,387,27,$863.53,PENDING,,Diagnostics,$21.47,$33.10,$283.84,$579.69,32.87%
15782,7/11/2024,530,251,2,"$1,150.57",PAID,2,Surgical Supplies,$355.07,$578.40,$440.43,$710.14,38.28%
15783,5/21/2024,610,352,2,$910.83,PAID,24,Surgical Supplies,$335.99,$461.72,$238.85,$671.98,26.22%
15784,4/10/2025,597,480,18,"$1,026.94",PAID,17,Lab Equipment,$37.61,$62.45,$349.96,$676.98,34.08%
15785,5/9/2025,597,594,12,$719.61,DENIED,,Lab Equipment,$37.61,$62.45,$268.29,$451.32,37.28%
15786,3/29/2024,564,306,15,"$1,290.79",PAID,39,Lab Equipment,$58.84,$96.19,$408.19,$882.60,31.62%
15787,1/30/2025,551,356,492,"$5,918.51",PAID,38,Patient Care,$7.86,$13.04,"$2,051.39","$3,867.12",34.66%
15788,7/29/2024,682,553,48,"$3,793.53",PAID,1,Lab Equipment,$56.96,$89.66,"$1,059.45","$2,734.08",27.93%
15789,2/7/2024,603,540,266,"$1,672.11",OVERDUE,,Personal Protective Equipment,$4.00,$6.73,$608.11,"$1,064.00",36.37%
15790,7/22/2025,501,110,2,"$1,088.34",PAID,44,Surgical Supplies,$435.39,$623.59,$217.56,$870.78,19.99%
15791,10/24/2025,642,500,1,$291.22,DENIED,,Surgical Supplies,$217.95,$322.83,$73.27,$217.95,25.16%
15792,12/16/2025,570,539,225,"$2,597.01",PAID,1,Patient Care,$7.35,$12.25,$943.26,"$1,653.75",36.32%
15793,4/14/2024,574,197,85,$530.23,PAID,10,Personal Protective Equipment,$5.06,$6.84,$100.13,$430.10,18.88%
15794,10/29/2025,675,273,1,$280.23,PAID,5,Surgical Supplies,$191.25,$300.81,$88.98,$191.25,31.75%
15795,4/23/2024,681,513,16,$278.36,DENIED,,Lab Equipment,$15.27,$19.91,$34.04,$244.32,12.23%
15796,8/26/2024,669,502,222,$817.25,PAID,49,Patient Care,$2.75,$4.09,$206.75,$610.50,25.30%
15797,10/12/2024,554,538,18,"$1,061.59",PAID,50,Lab Equipment,$42.70,$61.63,$292.99,$768.60,27.60%
15798,8/27/2024,557,597,48,"$4,220.24",DENIED,,Diagnostics,$67.62,$103.27,$974.48,"$3,245.76",23.09%
15799,10/8/2025,569,267,16,$519.99,PAID,32,Lab Equipment,$21.45,$35.87,$176.79,$343.20,34.00%
15800,2/10/2025,669,602,281,"$1,129.28",PAID,30,Patient Care,$2.75,$4.09,$356.53,$772.75,31.57%
15800,2/10/2025,669,602,281,"$1,129.28",PAID,30,Patient Care,$2.75,$4.09,$356.53,$772.75,31.57%
15801,8/26/2025,643,494,345,"$1,080.26",OVERDUE,,Personal Protective Equipment,$2.00,$3.26,$390.26,$690.00,36.13%
15802,3/20/2025,544,463,462,"$6,564.92",PAID,13,Patient Care,$10.70,$16.36,"$1,621.52","$4,943.40",24.70%
15803,2/16/2025,560,496,2,$510.65,DENIED,,Surgical Supplies,$165.10,$280.28,$180.45,$330.20,35.34%
15804,9/4/2024,613,223,20,"$1,176.01",PAID,57,Lab Equipment,$38.49,$64.11,$406.21,$769.80,34.54%
15805,9/22/2024,639,619,43,"$1,120.45",PAID,27,Lab Equipment,$20.92,$28.29,$220.89,$899.56,19.71%
15806,9/27/2025,573,615,30,$624.14,PAID,7,Diagnostics,$15.18,$22.18,$168.74,$455.40,27.04%
15807,11/19/2024,613,230,11,$649.31,PAID,11,Lab Equipment,$38.49,$64.11,$225.92,$423.39,34.79%
15808,10/17/2025,508,626,370,"$3,371.07",OVERDUE,,Patient Care,$6.17,$10.04,"$1,088.17","$2,282.90",32.28%
15809,5/17/2025,662,304,438,"$2,830.80",DENIED,,Personal Protective Equipment,$3.98,$6.69,"$1,087.56","$1,743.24",38.42%
15810,11/23/2024,621,386,394,"$4,514.24",OVERDUE,,Personal Protective Equipment,$8.93,$13.11,$995.82,"$3,518.42",22.06%
15811,4/21/2025,578,356,21,"$1,635.50",PAID,16,Diagnostics,$59.33,$83.60,$389.57,"$1,245.93",23.82%
15812,5/15/2025,638,466,4,$695.63,PAID,26,Surgical Supplies,$120.76,$177.64,$212.59,$483.04,30.56%
15813,7/31/2024,655,623,47,"$3,740.92",PAID,53,Lab Equipment,$56.85,$83.99,"$1,068.97","$2,671.95",28.58%
15814,8/29/2025,674,492,41,"$3,595.56",PAID,45,Diagnostics,$69.49,$96.97,$746.47,"$2,849.09",20.76%
15815,9/13/2024,653,460,338,"$5,507.40",OVERDUE,,Patient Care,$11.21,$18.90,"$1,718.42","$3,788.98",31.20%
15816,10/19/2024,548,494,26,$599.62,PAID,5,Lab Equipment,$16.06,$24.69,$182.06,$417.56,30.36%
15817,10/15/2024,522,437,45,"$1,922.12",PAID,3,Lab Equipment,$32.15,$46.02,$475.37,"$1,446.75",24.73%
15818,2/27/2024,580,236,3,$669.07,PAID,25,Surgical Supplies,$137.40,$226.80,$256.87,$412.20,38.39%
15819,6/27/2025,605,391,11,$706.50,PAID,36,Diagnostics,$49.04,$72.37,$167.06,$539.44,23.65%
15820,3/8/2024,573,111,23,$467.84,PAID,44,Diagnostics,$15.18,$22.18,$118.70,$349.14,25.37%
15821,3/8/2025,636,159,22,"$1,631.47",PAID,1,Lab Equipment,$55.00,$79.32,$421.47,"$1,210.00",25.83%
15822,8/23/2025,624,495,10,"$5,924.93",PAID,22,Surgical Supplies,$447.47,$595.87,"$1,450.23","$4,474.70",24.48%
15823,2/15/2024,659,561,146,"$1,299.74",PAID,39,Patient Care,$6.09,$9.37,$410.60,$889.14,31.59%
15824,10/10/2025,522,271,32,"$1,418.07",DENIED,,Lab Equipment,$32.15,$46.02,$389.27,"$1,028.80",27.45%
15825,4/30/2025,659,105,248,"$2,128.55",DENIED,,Patient Care,$6.09,$9.37,$618.23,"$1,510.32",29.04%
15826,11/3/2024,580,438,1,$217.31,PAID,46,Surgical Supplies,$137.40,$226.80,$79.91,$137.40,36.77%
15827,2/18/2025,617,419,19,$595.03,PAID,3,Diagnostics,$21.47,$33.10,$187.10,$407.93,31.44%
15828,11/27/2025,543,139,18,"$1,152.49",PAID,24,Diagnostics,$43.16,$68.18,$375.61,$776.88,32.59%
15829,5/17/2025,513,242,55,$221.18,PAID,59,Personal Protective Equipment,$2.80,$4.33,$67.18,$154.00,30.37%
15830,5/30/2025,505,379,48,"$2,242.61",DENIED,,Lab Equipment,$38.30,$52.36,$404.21,"$1,838.40",18.02%
15831,12/1/2025,643,512,215,$636.64,OVERDUE,,Personal Protective Equipment,$2.00,$3.26,$206.64,$430.00,32.46%
15832,12/18/2024,595,463,289,"$4,508.82",DENIED,,Personal Protective Equipment,$10.99,$16.89,"$1,332.71","$3,176.11",29.56%
15833,9/19/2025,617,547,17,$495.68,PAID,11,Diagnostics,$21.47,$33.10,$130.69,$364.99,26.37%
15834,10/5/2025,572,467,338,"$3,243.67",PAID,46,Personal Protective Equipment,$6.82,$10.21,$938.51,"$2,305.16",28.93%
15835,8/25/2025,578,517,12,$881.57,PAID,21,Diagnostics,$59.33,$83.60,$169.61,$711.96,19.24%
15836,1/5/2025,650,316,3,"$1,810.17",PAID,57,Surgical Supplies,$447.19,$629.64,$468.60,"$1,341.57",25.89%
15837,2/14/2025,563,318,313,"$4,414.74",PAID,6,Patient Care,$9.06,$14.20,"$1,578.96","$2,835.78",35.77%
15838,2/6/2024,652,193,287,"$1,822.69",PAID,35,Personal Protective Equipment,$4.38,$6.44,$565.63,"$1,257.06",31.03%
15839,6/20/2025,621,347,71,$893.88,PAID,16,Personal Protective Equipment,$8.93,$13.11,$259.85,$634.03,29.07%
15840,11/3/2025,535,312,24,"$1,478.90",PAID,8,Lab Equipment,$43.14,$67.52,$443.54,"$1,035.36",29.99%
15841,6/8/2025,534,531,42,"$2,616.40",DENIED,,Diagnostics,$52.34,$71.97,$418.12,"$2,198.28",15.98%
15842,10/26/2024,553,313,21,$828.03,PAID,22,Diagnostics,$24.52,$40.57,$313.11,$514.92,37.81%
15843,4/29/2024,595,570,439,"$6,644.01",DENIED,,Personal Protective Equipment,$10.99,$16.89,"$1,819.40","$4,824.61",27.38%
15844,1/19/2025,639,126,31,$803.44,DENIED,,Lab Equipment,$20.92,$28.29,$154.92,$648.52,19.28%
15845,5/30/2025,519,392,13,$623.31,OVERDUE,,Diagnostics,$36.56,$48.52,$148.03,$475.28,23.75%
15846,7/12/2024,631,597,31,"$1,259.30",PAID,34,Diagnostics,$28.25,$43.74,$383.55,$875.75,30.46%
15847,7/16/2024,566,647,455,"$1,695.65",PAID,14,Personal Protective Equipment,$2.72,$3.75,$458.05,"$1,237.60",27.01%
15848,10/14/2024,609,630,28,"$1,000.32",PAID,15,Diagnostics,$24.36,$38.09,$318.24,$682.08,31.81%
15849,7/26/2025,664,348,22,$639.22,PAID,45,Lab Equipment,$20.48,$33.00,$188.66,$450.56,29.51%
15850,8/7/2024,587,152,3,"$1,225.44",PAID,41,Surgical Supplies,$302.85,$474.19,$316.89,$908.55,25.86%
15851,1/13/2025,645,197,1,$319.14,PAID,11,Surgical Supplies,$209.15,$329.51,$109.99,$209.15,34.46%
15852,10/18/2025,548,611,22,$538.17,PAID,47,Lab Equipment,$16.06,$24.69,$184.85,$353.32,34.35%
15853,10/16/2025,590,405,15,"$1,194.47",PAID,51,Diagnostics,$57.87,$82.38,$326.42,$868.05,27.33%
15854,7/8/2025,671,382,73,$172.30,OVERDUE,,Personal Protective Equipment,$1.94,$2.71,$30.68,$141.62,17.81%
15855,5/25/2024,621,541,104,"$1,245.98",PAID,43,Personal Protective Equipment,$8.93,$13.11,$317.26,$928.72,25.46%
15856,3/24/2025,542,329,28,"$2,009.81",PAID,3,Diagnostics,$52.54,$73.54,$538.69,"$1,471.12",26.80%
15857,8/10/2024,508,148,361,"$3,570.79",OVERDUE,,Patient Care,$6.17,$10.04,"$1,343.42","$2,227.37",37.62%
15858,3/14/2025,638,639,3,$511.12,PAID,43,Surgical Supplies,$120.76,$177.64,$148.84,$362.28,29.12%
15859,3/1/2024,591,588,44,"$2,362.96",PAID,2,Lab Equipment,$39.95,$55.50,$605.16,"$1,757.80",25.61%
15860,7/29/2024,518,422,295,"$2,531.22",OVERDUE,,Personal Protective Equipment,$7.00,$9.58,$466.22,"$2,065.00",18.42%
15861,10/14/2025,526,445,52,$799.02,OVERDUE,,Patient Care,$10.83,$16.53,$235.86,$563.16,29.52%
15862,10/11/2025,553,533,39,"$1,543.72",PAID,14,Diagnostics,$24.52,$40.57,$587.44,$956.28,38.05%
15863,11/5/2024,629,352,25,"$2,497.28",PAID,38,Lab Equipment,$66.15,$107.96,$843.53,"$1,653.75",33.78%
15864,9/27/2025,502,196,4,"$2,174.27",PAID,7,Surgical Supplies,$449.50,$603.68,$376.27,"$1,798.00",17.31%
15865,2/10/2025,528,389,1,$303.84,OVERDUE,,Surgical Supplies,$213.55,$311.65,$90.29,$213.55,29.72%
15866,4/5/2024,554,302,30,"$1,738.61",PAID,4,Lab Equipment,$42.70,$61.63,$457.61,"$1,281.00",26.32%
15867,11/20/2024,623,439,2,$348.87,PAID,15,Surgical Supplies,$126.16,$204.34,$96.55,$252.32,27.68%
15868,2/2/2025,654,629,122,$851.91,PAID,41,Personal Protective Equipment,$4.68,$7.60,$280.95,$570.96,32.98%
15869,7/15/2024,526,573,428,"$6,414.23",OVERDUE,,Patient Care,$10.83,$16.53,"$1,778.99","$4,635.24",27.74%
15870,4/16/2024,631,452,20,$768.55,PAID,31,Diagnostics,$28.25,$43.74,$203.55,$565.00,26.48%
15871,8/11/2025,520,228,132,"$1,193.88",PAID,31,Patient Care,$6.08,$9.27,$391.32,$802.56,32.78%
15872,5/13/2025,575,462,1,$464.32,PAID,12,Surgical Supplies,$327.14,$545.77,$137.18,$327.14,29.54%
15873,3/5/2025,539,178,10,$543.23,PAID,11,Diagnostics,$42.06,$54.72,$122.63,$420.60,22.57%
15874,10/24/2024,540,402,38,"$3,404.44",PAID,44,Lab Equipment,$65.43,$91.11,$918.10,"$2,486.34",26.97%
15875,9/20/2025,534,332,35,"$2,159.40",PAID,26,Diagnostics,$52.34,$71.97,$327.50,"$1,831.90",15.17%
15876,5/20/2024,637,466,136,"$2,424.53",DENIED,,Personal Protective Equipment,$11.85,$19.79,$812.93,"$1,611.60",33.53%
15877,5/26/2024,534,142,12,$821.47,PAID,34,Diagnostics,$52.34,$71.97,$193.39,$628.08,23.54%
15878,8/31/2025,654,181,63,$416.98,PAID,55,Personal Protective Equipment,$4.68,$7.60,$122.14,$294.84,29.29%
15879,2/23/2024,664,241,41,"$1,224.82",PAID,11,Lab Equipment,$20.48,$33.00,$385.14,$839.68,31.44%
15880,11/7/2025,536,362,11,$933.64,PAID,37,Diagnostics,$68.20,$98.92,$183.44,$750.20,19.65%
15881,5/22/2024,544,299,339,"$5,314.55",PAID,11,Patient Care,$10.70,$16.36,"$1,687.25","$3,627.30",31.75%
15882,7/29/2025,538,257,25,"$2,278.78",DENIED,,Lab Equipment,$70.97,$102.23,$504.53,"$1,774.25",22.14%
15883,8/31/2024,630,441,85,"$1,159.49",OVERDUE,,Personal Protective Equipment,$10.04,$15.35,$306.09,$853.40,26.40%
15884,12/22/2025,612,629,1,$631.28,DENIED,,Surgical Supplies,$473.40,$649.01,$157.88,$473.40,25.01%
15885,6/6/2024,677,264,48,"$1,589.56",PAID,13,Lab Equipment,$23.40,$38.03,$466.36,"$1,123.20",29.34%
15886,1/10/2024,602,482,17,"$1,108.15",PAID,50,Diagnostics,$49.69,$76.50,$263.42,$844.73,23.77%
15887,1/10/2025,560,597,3,$721.09,DENIED,,Surgical Supplies,$165.10,$280.28,$225.79,$495.30,31.31%
15888,4/23/2024,651,494,4,"$2,250.96",PAID,39,Surgical Supplies,$371.71,$620.94,$764.12,"$1,486.84",33.95%
15889,7/28/2025,605,147,17,"$1,193.77",PAID,38,Diagnostics,$49.04,$72.37,$360.09,$833.68,30.16%
15890,10/24/2025,579,214,14,$539.09,PAID,40,Diagnostics,$32.66,$44.06,$81.85,$457.24,15.18%
15891,4/5/2025,597,171,12,$656.59,PAID,48,Lab Equipment,$37.61,$62.45,$205.27,$451.32,31.26%
15892,3/27/2024,589,464,479,$779.79,OVERDUE,,Patient Care,$1.28,$1.70,$166.67,$613.12,21.37%
15893,8/21/2025,589,583,120,$198.01,DENIED,,Patient Care,$1.28,$1.70,$44.41,$153.60,22.43%
15894,10/18/2024,564,438,22,"$2,067.70",PAID,49,Lab Equipment,$58.84,$96.19,$773.22,"$1,294.48",37.40%
15895,1/8/2024,536,499,45,"$4,259.65",PAID,3,Diagnostics,$68.20,$98.92,"$1,190.65","$3,069.00",27.95%
15896,4/26/2025,514,454,2,$697.90,PAID,52,Surgical Supplies,$280.75,$378.21,$136.40,$561.50,19.54%
15897,10/14/2024,621,406,405,"$4,835.49",OVERDUE,,Personal Protective Equipment,$8.93,$13.11,"$1,218.84","$3,616.65",25.21%
15898,2/23/2024,666,443,304,"$5,381.00",OVERDUE,,Personal Protective Equipment,$11.96,$19.07,"$1,745.16","$3,635.84",32.43%
15899,1/26/2025,555,541,2,"$1,064.34",PAID,59,Surgical Supplies,$370.96,$591.84,$322.42,$741.92,30.29%
15900,6/13/2025,553,218,46,"$1,823.15",PAID,40,Diagnostics,$24.52,$40.57,$695.23,"$1,127.92",38.13%
15900,6/13/2025,553,218,46,"$1,823.15",PAID,40,Diagnostics,$24.52,$40.57,$695.23,"$1,127.92",38.13%
15901,2/20/2025,545,522,50,$138.39,PAID,33,Patient Care,$1.89,$3.20,$43.89,$94.50,31.71%
15902,3/9/2024,538,227,29,"$2,850.17",PAID,15,Lab Equipment,$70.97,$102.23,$792.04,"$2,058.13",27.79%
15903,4/7/2024,536,229,28,"$2,629.42",PAID,1,Diagnostics,$68.20,$98.92,$719.82,"$1,909.60",27.38%
15904,2/17/2024,618,229,34,"$1,536.17",DENIED,,Diagnostics,$27.91,$46.18,$587.23,$948.94,38.23%
15905,5/31/2025,612,490,1,$632.52,PAID,6,Surgical Supplies,$473.40,$649.01,$159.12,$473.40,25.16%
15906,7/7/2024,618,543,10,$441.95,PAID,5,Diagnostics,$27.91,$46.18,$162.85,$279.10,36.85%
15907,1/16/2024,658,295,3,"$1,291.11",PAID,26,Surgical Supplies,$349.59,$454.72,$242.34,"$1,048.77",18.77%
15908,8/19/2024,662,307,125,$807.80,DENIED,,Personal Protective Equipment,$3.98,$6.69,$310.30,$497.50,38.41%
15909,12/21/2024,629,405,48,"$4,843.61",PAID,56,Lab Equipment,$66.15,$107.96,"$1,668.41","$3,175.20",34.45%
15910,11/11/2024,675,273,1,$284.42,PAID,59,Surgical Supplies,$191.25,$300.81,$93.17,$191.25,32.76%
15911,8/4/2025,591,159,30,"$1,515.58",PAID,11,Lab Equipment,$39.95,$55.50,$317.08,"$1,198.50",20.92%
15912,5/25/2025,609,517,16,$577.16,PAID,59,Diagnostics,$24.36,$38.09,$187.40,$389.76,32.47%
15913,7/8/2024,503,203,25,"$2,045.32",PAID,9,Lab Equipment,$71.80,$94.91,$250.32,"$1,795.00",12.24%
15914,5/31/2024,506,609,182,"$2,320.69",DENIED,,Personal Protective Equipment,$9.88,$13.61,$522.53,"$1,798.16",22.52%
15915,10/20/2025,525,617,413,"$2,567.08",OVERDUE,,Personal Protective Equipment,$5.40,$7.05,$336.88,"$2,230.20",13.12%
15916,9/4/2025,649,250,22,"$1,614.35",PAID,21,Lab Equipment,$47.06,$76.52,$579.03,"$1,035.32",35.87%
15917,12/11/2025,547,280,390,$927.41,DENIED,,Personal Protective Equipment,$1.64,$2.59,$287.81,$639.60,31.03%
15918,1/25/2024,629,486,38,"$3,561.74",PAID,15,Lab Equipment,$66.15,$107.96,"$1,048.04","$2,513.70",29.42%
15919,3/25/2024,637,142,407,"$7,876.77",DENIED,,Personal Protective Equipment,$11.85,$19.79,"$3,053.82","$4,822.95",38.77%
15920,4/9/2025,561,545,340,"$3,642.13",OVERDUE,,Patient Care,$8.25,$12.32,$837.13,"$2,805.00",22.98%
15921,1/12/2024,659,304,69,$614.44,DENIED,,Patient Care,$6.09,$9.37,$194.23,$420.21,31.61%
15922,11/20/2024,681,377,34,$640.49,DENIED,,Lab Equipment,$15.27,$19.91,$121.31,$519.18,18.94%
15923,7/18/2025,655,619,33,"$2,572.28",PAID,38,Lab Equipment,$56.85,$83.99,$696.23,"$1,876.05",27.07%
15924,8/7/2024,636,109,39,"$2,883.74",PAID,18,Lab Equipment,$55.00,$79.32,$738.74,"$2,145.00",25.62%
15925,8/23/2025,581,624,10,$882.16,PAID,49,Diagnostics,$60.54,$99.47,$276.76,$605.40,31.37%
15926,6/26/2025,643,137,65,$204.13,DENIED,,Personal Protective Equipment,$2.00,$3.26,$74.13,$130.00,36.32%
15927,6/28/2025,559,617,3,"$1,106.21",OVERDUE,,Surgical Supplies,$313.19,$413.43,$166.64,$939.57,15.06%
15928,6/5/2024,648,486,2,"$1,516.51",PAID,19,Surgical Supplies,$451.55,$764.83,$613.41,$903.10,40.45%
15929,2/25/2024,628,184,245,$740.93,PAID,33,Patient Care,$2.32,$3.54,$172.53,$568.40,23.29%
15930,3/8/2025,556,181,32,"$1,513.34",PAID,55,Lab Equipment,$35.37,$48.40,$381.50,"$1,131.84",25.21%
15931,4/16/2025,636,221,10,$773.93,PAID,24,Lab Equipment,$55.00,$79.32,$223.93,$550.00,28.93%
15932,7/12/2024,622,592,49,"$4,298.86",PAID,15,Lab Equipment,$69.28,$91.64,$904.14,"$3,394.72",21.03%
15933,6/17/2024,501,361,2,"$1,231.16",PAID,31,Surgical Supplies,$435.39,$623.59,$360.38,$870.78,29.27%
15934,4/9/2025,596,548,484,"$1,455.65",PAID,49,Personal Protective Equipment,$1.95,$3.13,$511.85,$943.80,35.16%
15935,10/2/2024,616,352,377,$857.48,DENIED,,Personal Protective Equipment,$1.42,$2.33,$322.14,$535.34,37.57%
15936,8/21/2024,651,467,4,"$2,383.12",PAID,8,Surgical Supplies,$371.71,$620.94,$896.28,"$1,486.84",37.61%
15937,1/1/2025,551,408,289,"$3,504.93",DENIED,,Patient Care,$7.86,$13.04,"$1,233.39","$2,271.54",35.19%
15938,9/26/2024,570,500,152,"$1,680.82",OVERDUE,,Patient Care,$7.35,$12.25,$563.62,"$1,117.20",33.53%
15939,11/4/2025,602,470,28,"$1,927.10",PAID,51,Diagnostics,$49.69,$76.50,$535.78,"$1,391.32",27.80%
15940,11/1/2024,574,373,259,"$1,625.70",PAID,7,Personal Protective Equipment,$5.06,$6.84,$315.16,"$1,310.54",19.39%
15941,7/28/2024,593,545,36,"$2,318.82",PAID,44,Diagnostics,$40.68,$67.40,$854.34,"$1,464.48",36.84%
15942,7/22/2025,521,317,431,"$5,720.91",OVERDUE,,Personal Protective Equipment,$11.14,$15.24,$919.57,"$4,801.34",16.07%
15943,11/24/2025,545,131,243,$727.63,PAID,20,Patient Care,$1.89,$3.20,$268.36,$459.27,36.88%
15944,9/13/2024,649,172,20,"$1,513.11",DENIED,,Lab Equipment,$47.06,$76.52,$571.91,$941.20,37.80%
15945,6/29/2025,673,411,233,$448.67,OVERDUE,,Personal Protective Equipment,$1.21,$2.03,$166.74,$281.93,37.16%
15946,2/17/2025,516,466,169,"$1,643.47",OVERDUE,,Patient Care,$7.04,$10.24,$453.71,"$1,189.76",27.61%
15947,8/29/2024,502,624,1,$579.20,PAID,56,Surgical Supplies,$449.50,$603.68,$129.70,$449.50,22.39%
15948,3/13/2025,532,157,29,"$1,666.67",OVERDUE,,Diagnostics,$34.94,$59.07,$653.41,"$1,013.26",39.20%
15949,10/16/2024,530,610,2,"$1,036.51",PAID,32,Surgical Supplies,$355.07,$578.40,$326.37,$710.14,31.49%
15950,10/16/2024,547,175,82,$190.87,DENIED,,Personal Protective Equipment,$1.64,$2.59,$56.39,$134.48,29.54%
15951,7/24/2024,512,290,268,"$3,614.99",PAID,33,Patient Care,$10.56,$15.24,$784.91,"$2,830.08",21.71%
15952,5/23/2024,561,515,205,"$2,504.21",DENIED,,Patient Care,$8.25,$12.32,$812.96,"$1,691.25",32.46%
